{tclvariable 
	{energy {-2471.42140171}}
	{959 8.95765 14.563494 13.054789 0.773689992587 0.355337996596 -0.218922997902 -0.476666995433 -8.73113759137 3.34113544593 -3.25462427121}
	{960 7.444144 10.452458 5.270544 0.65695911048 0.319635053753 0.298734050238 0.614000103256 -23.1714087907 -3.26130284655 39.5775560673}
	{961 8.448852 7.321342 15.43201 0.898562477427 0.394218209457 -0.077465041159 -0.176569093815 -0.969109143737 2.63764728484 0.66472464382}
	{962 14.945126 14.410933 14.356014 0.732933111844 0.670533102322 0.0775350118317 0.0847510129328 -15.823660683 19.6137341593 46.2782749255}
	{963 0.986179 15.55547 1.982656 0.812361983042 0.104106997827 0.0729359984775 0.569130988119 42.5167407087 48.1650892589 3.28960916249}
	{964 0.212604 15.409504 3.191777 0.927897054817 -0.27135101603 -0.18433401089 -0.177191010468 -27.1117192867 -26.9127242051 13.9081176842}
	{965 2.319459 13.167942 7.492883 0.549475015329 -0.435871012159 0.055742001555 -0.710624019824 -44.6753081182 18.049583182 -3.13107481749}
	{966 8.233881 13.126757 9.103149 0.897548130765 0.329370047986 -0.100983014712 -0.275182040092 -2.426989328 -2.79477175508 -0.132511065297}
	{967 7.266204 13.267292 14.374997 0.872021713064 -0.38037287484 -0.251371917287 -0.178063941409 0.309633460645 -2.43548930718 1.1480831316}
	{968 9.794986 3.518715 11.011595 0.907474444006 0.408475199858 -0.0402960197159 -0.0895230438016 2.70280987151 -1.48702139557 -0.253407794602}
	{969 7.984882 8.032475 2.365517 0.809358045136 -0.339928018957 -0.462674025802 0.123779006903 4.56136092772 -0.270606059129 -3.8117052451}
	{970 3.177566 10.26075 13.22626 0.718281233215 0.68278722169 -0.0921100299067 -0.0968990314616 -3.25497006536 2.19480905991 0.447208468534}
	{971 12.980052 10.531729 9.966228 0.855806859862 -0.280299954101 -0.405664933573 0.156404974389 8.65516051614 -20.8486713463 -2.88364198535}
	{972 7.361636 1.751066 4.832577 0.996021031824 0.0869740027789 0.001690000054 0.0193590006185 -3.8077025467 2.72657416489 1.25070295238}
	{973 10.909959 2.600113 7.85219 0.916000978352 -0.138479996727 -0.25725599392 0.274926993503 -21.0857351391 19.8051324048 -7.91757176667}
	{974 7.151156 2.326713 10.232993 0.767040177685 0.127593029557 -0.103177023901 -0.620261143684 25.7475875813 5.28047483515 0.436826940318}
	{975 11.46815 1.066854 8.364017 0.902180850886 0.419967930587 -0.0415569931314 -0.0892729852448 22.6721764089 -22.4190517657 6.15604577693}
	{976 6.296727 15.468343 13.265225 0.723613952176 -0.382604974713 -0.558330963099 0.135139991068 -19.0398363039 -9.05802677525 21.6870846138}
	{977 11.039375 7.565166 12.882833 0.377560170992 -0.67085130382 0.16173907325 -0.617452279636 4.19413570198 3.74195008527 -5.77242691597}
	{978 4.322349 12.183411 10.342678 0.359908085756 -0.598271142551 0.188367044882 -0.690692164572 -3.72279029759 -8.71887658418 -2.96238886981}
	{979 12.847167 13.600984 14.622447 0.786873834665 0.288975939282 0.187973960504 0.511847892453 -36.75658084 50.6056411465 43.7877334004}
	{980 12.630054 9.922472 14.952519 0.789633880651 -0.324537950948 -0.494316925287 0.163719975255 8.56551824934 15.339721176 -3.64123695294}
	{981 1.459226 12.234064 4.683562 0.613735300721 0.364666178681 -0.357693175264 -0.60199929497 -17.8734561656 15.1383725996 -12.3844974633}
	{982 8.52501 1.452681 13.71192 0.76123732771 -0.4950092131 -0.161640069586 -0.386466166373 -18.4263257217 -25.4867835323 15.7508074628}
	{983 3.030964 13.602752 9.459078 0.706508108369 0.691609106084 0.104984016103 0.10724501645 -15.4773903369 -1.55895483133 9.62786003282}
	{984 10.120214 3.096236 9.777135 0.797763744867 0.490624843093 0.183619941276 0.298569904514 -40.5476640666 -19.945754884 0.999900241458}
	{985 15.750758 4.492537 3.587533 0.662052826343 0.546659856611 0.326431914377 0.395336896303 -0.518876057662 -3.94705378867 3.02187018593}
	{986 10.161947 3.556485 3.049201 0.372973963822 -0.239464976772 0.0981439904801 -0.891018913572 -14.1149685998 18.1370914958 2.61397950657}
	{987 7.481379 15.211396 14.519979 0.68501609744 0.618610087995 0.257903036686 0.285588040624 -26.6994378988 -6.38583613736 -3.70552873162}
	{988 2.66578 2.625122 13.804504 0.937930087956 -0.178751016763 -0.251437023579 0.158476014861 0.245685114798 -21.5022364884 -0.38230678596}
	{989 3.789521 11.548526 1.294997 0.848232799569 0.117748972177 -0.0709999832232 -0.511463879145 -15.542226366 9.36678760872 -13.3727281575}
	{990 0.334383 7.416775 15.499793 0.449957990179 -0.591255987095 0.111835997559 -0.659883985597 -1.22184529956 -2.2543828239 -3.97368738176}
	{991 0.947223 12.959507 15.036864 0.730138936342 -0.546927952316 -0.180614984253 -0.367620967949 0.630354114352 1.45720055277 -5.0653970672}
	{992 15.014555 12.504812 9.117289 0.628397934808 0.51348394673 0.369739961642 0.452484953058 1.7429642876 8.56621521916 -2.75971605688}
	{993 5.014259 4.949502 14.316017 0.61664090409 -0.646739899408 -0.11193198259 -0.43468693239 -31.0588359717 -18.7107389665 75.0411088856}
	{994 12.320745 11.086353 14.164409 0.776583994408 -0.105386999241 -0.0117299999155 -0.621025995528 41.9486061567 -30.3787861464 5.66783888528}
	{995 9.565567 11.739794 15.359612 0.928621622592 -0.258629894888 -0.163194933675 -0.210094914614 -12.3337912531 -19.5139753421 23.2120562636}
	{996 3.469678 12.536773 0.002693 0.93619113865 0.0585900086772 -0.0216470032059 -0.345897051228 22.3531294865 13.8198272241 23.3762162931}
	{997 15.173716 7.040041 7.338952 0.54413009731 -0.182818032694 0.0367590065738 -0.81801514629 -6.39821612437 -10.7436626083 -2.96232795252}
	{998 12.277124 5.684114 5.979237 0.759457350077 -0.50097923093 -0.407621187896 -0.0780340359703 9.08300304799 15.6384183977 12.1710759166}
	{999 7.307058 10.473969 2.57927 0.718311829742 -0.584238861521 -0.270418935904 -0.263754937483 23.9058366124 -7.06662646292 -14.2509029524}
}
